Clean Alternative Fuel Vehicle Type,VIN (1-10),DOL Vehicle ID,Model Year,Make,Model,Primary Use,Electric Range,New or Used Vehicle,Transaction Type,Transaction Date,Year,County,City,State,Postal Code
Battery Electric Vehicle (BEV),KM8KNDDF0R,259742535,2024,HYUNDAI,Ioniq 5,Passenger,0,New,Original Title,November 14 2023,2023,King,SEATTLE,WA,98116
Battery Electric Vehicle (BEV),3FMTK3RM2P,236003316,2023,FORD,Mustang Mach-E,Passenger,0,New,Original Registration,April 06 2023,2023,King,SEATTLE,WA,98108
Battery Electric Vehicle (BEV),4JGDX5FB6R,262789215,2024,MERCEDES-BENZ,EQS-Class SUV,Passenger,0,New,Original Title,March 01 2024,2024,King,SAMMAMISH,WA,98075
Battery Electric Vehicle (BEV),3FMTK3R70M,148432924,2021,FORD,Mustang Mach-E,Passenger,0,Used,Registration Renewal,February 19 2022,2022,Snohomish,MILL CREEK,WA,98012
Plug-in Hybrid Electric Vehicle (PHEV),5LMTJ5DZ4R,269169001,2024,LINCOLN,Corsair,Passenger,28,New,Original Title,June 17 2024,2024,Kitsap,PORT ORCHARD,WA,98366
Battery Electric Vehicle (BEV),2B4GH2592R,227646555,1994,DODGE,Caravan,Passenger,57,Used,Registration Renewal,July 03 2012,2012,King,SEATTLE,WA,98136
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR0DM0K,478442058,2019,VOLVO,XC60,Passenger,17,Used,Transfer Title,February 23 2022,2022,King,SEATTLE,WA,98103
Plug-in Hybrid Electric Vehicle (PHEV),WP0AE2A70P,228833230,2023,PORSCHE,Panamera,Passenger,18,New,Original Title,January 23 2023,2023,King,SAMMAMISH,WA,98029
Battery Electric Vehicle (BEV),WAUCJBFW3P,237943681,2023,AUDI,e-tron GT,Passenger,0,Used,Registration Renewal,June 17 2024,2024,Snohomish,BOTHELL,WA,98021
Battery Electric Vehicle (BEV),WA16CBGE7R,269132657,2024,AUDI,SQ8,Passenger,0,New,Original Title,June 10 2024,2024,Kitsap,SILVERDALE,WA,98383
Plug-in Hybrid Electric Vehicle (PHEV),4JGDA6DB9H,177594315,2017,MERCEDES-BENZ,GLE-Class,Passenger,10,Used,Original Title,September 22 2021,2021,Thurston,LACEY,WA,98516
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PM6H,223957555,2017,VOLVO,XC90,Passenger,14,Used,Registration Renewal,September 19 2019,2019,King,SEATTLE,WA,98118
Plug-in Hybrid Electric Vehicle (PHEV),WAUTPBF20M,187107518,2021,AUDI,A7 e,Passenger,24,Used,Original Title,January 14 2022,2022,King,BELLEVUE,WA,98006
Battery Electric Vehicle (BEV),W1N9M1DBXN,220604219,2022,MERCEDES-BENZ,EQB-Class,Passenger,0,New,Original Registration,November 14 2022,2022,King,SAMMAMISH,WA,98074
Battery Electric Vehicle (BEV),WBY8P6C56K,154642260,2019,BMW,i3,Passenger,153,Used,Original Registration,May 18 2021,2021,King,SAMMAMISH,WA,98075
Battery Electric Vehicle (BEV),WA1M2BFZ8N,219464045,2022,AUDI,Q4,Passenger,0,New,Original Title,November 09 2022,2022,King,SEATTLE,WA,98108
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR0DM8L,112750067,2020,VOLVO,XC60,Passenger,19,Used,Registration Renewal,June 09 2021,2021,King,YARROW POINT,WA,98004
Plug-in Hybrid Electric Vehicle (PHEV),KNDCD3LD7K,475817492,2019,KIA,Niro,Passenger,26,New,Original Title,January 18 2019,2019,King,BELLEVUE,WA,98006
Battery Electric Vehicle (BEV),WAUEJBFW0P,230120817,2023,AUDI,e-tron GT,Passenger,0,New,Original Title,February 22 2023,2023,King,ISSAQUAH,WA,98029
Plug-in Hybrid Electric Vehicle (PHEV),7JRH60FLXR,262518427,2024,VOLVO,S60,Passenger,41,New,Original Title,March 05 2024,2024,King,ISSAQUAH,WA,98027
Battery Electric Vehicle (BEV),WP0AC2Y15M,166196019,2021,PORSCHE,Taycan,Passenger,192,New,Original Registration,July 13 2021,2021,King,BELLEVUE,WA,98006
Battery Electric Vehicle (BEV),1FTBW3XK1N,207333710,2022,FORD,Transit,Commercial,0,Used,Registration Renewal,May 21 2024,2024,King,AUBURN,WA,98002
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PK5G,161762513,2016,VOLVO,XC90,Passenger,13,Used,Transfer Title,July 26 2021,2021,King,SEATTLE,WA,98116
Plug-in Hybrid Electric Vehicle (PHEV),YV4H60DM8P,220208754,2023,VOLVO,XC60,Passenger,35,New,Original Title,October 10 2022,2022,King,SEATTLE,WA,98116
Battery Electric Vehicle (BEV),YV4EH3HL0R,261040251,2024,VOLVO,XC40,Passenger,0,New,Original Registration,January 02 2024,2024,King,SEATTLE,WA,98115
Battery Electric Vehicle (BEV),3GNKDCRJ6R,266558911,2024,CHEVROLET,Blazer EV,Passenger,0,New,Original Registration,April 24 2024,2024,King,SEATTLE,WA,98118
Battery Electric Vehicle (BEV),1V2BMPE83R,267246612,2024,VOLKSWAGEN,ID.4,Passenger,0,New,Original Title,June 21 2024,2024,King,SEATTLE,WA,98107
Plug-in Hybrid Electric Vehicle (PHEV),LVYBC0ALXJ,266934958,2018,VOLVO,S90,Passenger,21,Used,Registration Renewal,August 26 2020,2020,King,SEATTLE,WA,98136
Battery Electric Vehicle (BEV),WVGJNPE26M,195118395,2021,VOLKSWAGEN,ID.4,Passenger,0,New,Original Title,April 14 2022,2022,King,MERCER ISLAND,WA,98040
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR0DM9J,192219114,2018,VOLVO,XC60,Passenger,17,Used,Original Title,January 04 2022,2022,Clark,CAMAS,WA,98607
Battery Electric Vehicle (BEV),KMUKCDSC3R,263259972,2024,GENESIS,GV60,Passenger,0,New,Original Title,May 30 2024,2024,Kitsap,BAINBRIDGE ISLAND,WA,98110
Battery Electric Vehicle (BEV),KM8HE3A66R,261217372,2024,HYUNDAI,Kona Electric,Passenger,0,New,Original Registration,February 06 2024,2024,King,SEATTLE,WA,98116
Plug-in Hybrid Electric Vehicle (PHEV),5LMYJ8XY3N,213490770,2022,LINCOLN,Aviator,Passenger,21,New,Original Title,September 09 2022,2022,King,CARNATION,WA,98014
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR0CM4M,161551176,2021,VOLVO,XC90,Passenger,18,New,Original Title,July 16 2021,2021,King,SEATTLE,WA,98199
Battery Electric Vehicle (BEV),WP0AC2Y14M,249567454,2021,PORSCHE,Taycan,Passenger,192,Used,Original Registration,July 31 2023,2023,King,KIRKLAND,WA,98033
Battery Electric Vehicle (BEV),1FTBW1XK7P,265664416,2023,FORD,Transit,Commercial,0,New,Original Registration,March 14 2024,2024,Clark,VANCOUVER,WA,98660
Plug-in Hybrid Electric Vehicle (PHEV),KM8JBDA26P,249665671,2023,HYUNDAI,Tucson,Passenger,33,New,Original Registration,August 07 2023,2023,King,SEATTLE,WA,98118
Battery Electric Vehicle (BEV),7SAXCBE67R,264871449,2024,TESLA,Model X,Passenger,0,New,Original Title,April 30 2024,2024,King,BELLEVUE,WA,98006
Battery Electric Vehicle (BEV),3FMTK3R71N,212390538,2022,FORD,Mustang Mach-E,Passenger,0,Used,Registration Renewal,August 21 2023,2023,Clark,CAMAS,WA,98607
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00K3L,112975369,2020,VOLVO,XC90,Passenger,18,Used,Transfer Title,March 31 2023,2023,King,SEATTLE,WA,98116
Plug-in Hybrid Electric Vehicle (PHEV),WP1AE2AYXN,209741451,2022,PORSCHE,Cayenne,Passenger,16,Used,Registration Renewal,July 05 2023,2023,King,SAMMAMISH,WA,98074
Plug-in Hybrid Electric Vehicle (PHEV),SALGS4RY3L,114613565,2020,LAND ROVER,Range Rover,Passenger,19,New,Original Registration,August 03 2020,2020,King,MERCER ISLAND,WA,98040
Plug-in Hybrid Electric Vehicle (PHEV),YV4H60DJ1R,263144682,2024,VOLVO,XC60,Passenger,35,New,Original Title,May 30 2024,2024,King,LAKE FOREST PARK,WA,98155
Plug-in Hybrid Electric Vehicle (PHEV),ZASPATDW7R,249725010,2024,ALFA ROMEO,TONALE,Passenger,33,New,Original Registration,August 01 2023,2023,Snohomish,MUKILTEO,WA,98275
Battery Electric Vehicle (BEV),KM8KR4AE2P,260064983,2023,HYUNDAI,Ioniq 5,Passenger,0,New,Original Title,October 26 2023,2023,Clark,VANCOUVER,WA,98661
Plug-in Hybrid Electric Vehicle (PHEV),4JGFB4GB8R,258887142,2024,MERCEDES-BENZ,GLE-Class,Passenger,48,New,Original Title,December 13 2023,2023,King,KIRKLAND,WA,98033
Battery Electric Vehicle (BEV),WVWKR7AU6J,193042993,2018,VOLKSWAGEN,e-Golf,Passenger,125,New,Original Title,August 30 2019,2019,King,KENT,WA,98032
Battery Electric Vehicle (BEV),WA16ABGE4R,251736271,2024,AUDI,Q8,Passenger,0,New,Original Registration,August 08 2023,2023,King,SEATTLE,WA,98105
Battery Electric Vehicle (BEV),3FMTK3R41P,264378894,2023,FORD,Mustang Mach-E,Passenger,0,New,Original Registration,March 28 2024,2024,Thurston,LACEY,WA,98516
Battery Electric Vehicle (BEV),3FMTK3S57P,260439896,2023,FORD,Mustang Mach-E,Passenger,0,New,Original Registration,January 22 2024,2024,King,MERCER ISLAND,WA,98040
Plug-in Hybrid Electric Vehicle (PHEV),YV1BK0EP1M,148283530,2021,VOLVO,V60,Passenger,22,Used,Registration Renewal,March 25 2024,2024,Kitsap,BAINBRIDGE ISLAND,WA,98110
Battery Electric Vehicle (BEV),537LS7D4XC,348350810,2012,AZURE DYNAMICS,Transit Connect Electric,Passenger,56,New,Original Title,January 27 2018,2018,King,SEATTLE,WA,98116
Plug-in Hybrid Electric Vehicle (PHEV),1G1RB6S51G,164762188,2016,CHEVROLET,Volt,Passenger,53,Used,Registration Renewal,August 29 2020,2020,Thurston,OLYMPIA,WA,98501
Plug-in Hybrid Electric Vehicle (PHEV),5LMYJ9YY7P,236038848,2023,LINCOLN,Aviator,Passenger,21,Used,Registration Renewal,May 30 2024,2024,Clark,VANCOUVER,WA,98661
Battery Electric Vehicle (BEV),1GT10DDBXR,267561122,2024,GMC,Hummer EV Pickup,Truck,0,New,Original Registration,May 08 2024,2024,King,AUBURN,WA,98092
Battery Electric Vehicle (BEV),W1KEG1CB0P,249752842,2023,MERCEDES-BENZ,EQE-Class Sedan,Passenger,0,New,Original Registration,June 22 2023,2023,Clark,VANCOUVER,WA,98663
Battery Electric Vehicle (BEV),WAUFJBFW9P,244697687,2023,AUDI,e-tron GT,Passenger,0,Used,Registration Renewal,May 13 2024,2024,King,RENTON,WA,98057
Battery Electric Vehicle (BEV),KNDC34LB0N,207121491,2022,KIA,EV6,Passenger,0,Used,Registration Renewal,May 30 2023,2023,King,SEATTLE,WA,98115
Battery Electric Vehicle (BEV),WMEFJ9BA0H,350409776,2017,SMART,Fortwo,Passenger,58,New,Original Title,December 12 2017,2017,Clark,VANCOUVER,WA,98686
Battery Electric Vehicle (BEV),WAUCJBFW7R,261507284,2024,AUDI,e-tron GT,Passenger,0,New,Original Title,March 07 2024,2024,King,RENTON,WA,98057
Battery Electric Vehicle (BEV),KMHM34AA0P,258137505,2023,HYUNDAI,Ioniq 6,Passenger,0,New,Original Registration,December 11 2023,2023,King,SEATTLE,WA,98118
Plug-in Hybrid Electric Vehicle (PHEV),WBY8P8C01L,260797953,2020,BMW,i3,Passenger,126,Used,Original Registration,January 12 2024,2024,King,FEDERAL WAY,WA,98023
Battery Electric Vehicle (BEV),1FADP3R41G,207260105,2016,FORD,Focus,Passenger,76,Used,Registration Renewal,June 03 2017,2017,King,SEATTLE,WA,98136
Battery Electric Vehicle (BEV),5YJXCAE28M,138810612,2021,TESLA,Model X,Passenger,0,New,Original Registration,January 30 2021,2021,King,BELLEVUE,WA,98006
Battery Electric Vehicle (BEV),3FMTK3R43P,261956733,2023,FORD,Mustang Mach-E,Passenger,0,New,Original Registration,February 20 2024,2024,King,RENTON,WA,98059
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00Z0N,183101425,2022,VOLVO,XC90,Passenger,18,New,Original Title,January 06 2022,2022,King,SEATTLE,WA,98136
Battery Electric Vehicle (BEV),3C3CFFGE6J,179098272,2018,FIAT,500,Passenger,84,Used,Original Title,September 29 2021,2021,King,SEATTLE,WA,98108
Plug-in Hybrid Electric Vehicle (PHEV),JTJKKCFZ3S,267876829,2025,LEXUS,NX,Passenger,37,New,Original Registration,June 26 2024,2024,King,SEATTLE,WA,98118
Plug-in Hybrid Electric Vehicle (PHEV),WP0CH2A72J,228886682,2018,PORSCHE,Panamera,Passenger,14,Used,Registration Renewal,June 15 2022,2022,King,SEATTLE,WA,98101
Plug-in Hybrid Electric Vehicle (PHEV),2C4RC1N70P,251709209,2023,CHRYSLER,Pacifica,Passenger,32,Used,Registration Renewal,March 27 2024,2024,Thurston,OLYMPIA,WA,98516
Battery Electric Vehicle (BEV),WA1AAAGE9N,225925297,2022,AUDI,e-tron,Passenger,0,Used,Registration Renewal,March 21 2024,2024,King,SEATTLE,WA,98109
Plug-in Hybrid Electric Vehicle (PHEV),1FMCU0E1XR,263019606,2024,FORD,Escape,Passenger,37,New,Original Title,April 04 2024,2024,King,AUBURN,WA,98002
Plug-in Hybrid Electric Vehicle (PHEV),JHMZC5F13L,127209841,2020,HONDA,Clarity,Passenger,47,Used,Transfer Title,July 16 2021,2021,King,SEATTLE,WA,98105
Battery Electric Vehicle (BEV),VCF1UBU22P,265352860,2023,FISKER,Ocean,Passenger,0,New,Original Title,April 22 2024,2024,King,SEATTLE,WA,98105
Plug-in Hybrid Electric Vehicle (PHEV),1G1RA6S52K,329358326,2019,CHEVROLET,Volt,Passenger,53,Used,Registration Renewal,August 01 2020,2020,Thurston,OLYMPIA,WA,98501
Plug-in Hybrid Electric Vehicle (PHEV),YV4H60DA2P,226072745,2023,VOLVO,XC60,Passenger,35,New,Original Title,January 04 2023,2023,King,RENTON,WA,98059
Battery Electric Vehicle (BEV),W1N9M1DB1P,240643609,2023,MERCEDES-BENZ,EQB-Class,Passenger,0,Used,Transfer Title,June 25 2024,2024,King,SEATTLE,WA,98105
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR0DK8L,103164064,2020,VOLVO,XC60,Passenger,18,New,Original Registration,March 26 2020,2020,Thurston,OLYMPIA,WA,98506
Plug-in Hybrid Electric Vehicle (PHEV),2C4RC1L74K,114419329,2019,CHRYSLER,Pacifica,Passenger,32,Used,Registration Renewal,May 02 2022,2022,Kitsap,BAINBRIDGE ISLAND,WA,98110
Plug-in Hybrid Electric Vehicle (PHEV),5LMYJ9YY4M,161091577,2021,LINCOLN,Aviator,Passenger,21,Used,Original Registration,May 20 2021,2021,King,MERCER ISLAND,WA,98040
Battery Electric Vehicle (BEV),5YJSA1E67R,262986328,2024,TESLA,Model S,Passenger,0,New,Original Registration,April 04 2024,2024,King,SEATTLE,WA,98199
Battery Electric Vehicle (BEV),KMHM54AC6R,260383560,2024,HYUNDAI,Ioniq 6,Passenger,0,New,Original Title,January 16 2024,2024,King,RENTON,WA,98059
Battery Electric Vehicle (BEV),WA122BFZ0P,252146394,2023,AUDI,Q4,Passenger,0,New,Original Registration,October 06 2023,2023,King,SEATTLE,WA,98126
Battery Electric Vehicle (BEV),KM8KR4AEXN,199387149,2022,HYUNDAI,Ioniq 5,Passenger,0,Used,Registration Renewal,April 16 2024,2024,King,SEATTLE,WA,98105
Plug-in Hybrid Electric Vehicle (PHEV),WP1AH2AY6P,249606654,2023,PORSCHE,Cayenne,Passenger,14,New,Original Title,August 01 2023,2023,King,MERCER ISLAND,WA,98040
Plug-in Hybrid Electric Vehicle (PHEV),WBAJB1C05L,154342121,2020,BMW,530e,Passenger,18,Used,Registration Renewal,October 06 2020,2020,King,SEATTLE,WA,98105
Battery Electric Vehicle (BEV),WAUCJBFW8P,251653909,2023,AUDI,e-tron GT,Passenger,0,New,Original Title,August 28 2023,2023,King,KIRKLAND,WA,98033
Plug-in Hybrid Electric Vehicle (PHEV),WBA7J2C54K,475715397,2019,BMW,740e,Passenger,14,New,Original Registration,November 30 2018,2018,Snohomish,LYNNWOOD,WA,98037
Plug-in Hybrid Electric Vehicle (PHEV),YV4H60CA1P,224408873,2023,VOLVO,XC90,Passenger,32,Used,Registration Renewal,November 03 2023,2023,Thurston,OLYMPIA,WA,98516
Plug-in Hybrid Electric Vehicle (PHEV),KMHC75LD1M,265255924,2021,HYUNDAI,Ioniq,Passenger,29,Used,Original Registration,April 20 2024,2024,King,BELLEVUE,WA,98006
Plug-in Hybrid Electric Vehicle (PHEV),2C4RC1H74K,141948404,2019,CHRYSLER,Pacifica,Passenger,32,Used,Registration Renewal,September 18 2020,2020,Clark,CAMAS,WA,98607
Battery Electric Vehicle (BEV),WBY8P6C00L,123475817,2020,BMW,i3,Passenger,153,New,Original Registration,September 17 2020,2020,King,CLYDE HILL,WA,98004
Battery Electric Vehicle (BEV),W1KEG1CB1R,265173184,2024,MERCEDES-BENZ,EQE-Class Sedan,Passenger,0,New,Original Registration,May 16 2024,2024,King,SEATTLE,WA,98134
Battery Electric Vehicle (BEV),W1KCG4EB4R,264551878,2024,MERCEDES-BENZ,EQS-Class Sedan,Passenger,0,New,Original Registration,March 01 2024,2024,King,SEATTLE,WA,98134
Battery Electric Vehicle (BEV),4JGGM5DB2R,262517251,2024,MERCEDES-BENZ,EQE-Class SUV,Passenger,0,New,Original Title,January 02 2024,2024,King,SEATTLE,WA,98134
Battery Electric Vehicle (BEV),WA1M2BFZ8R,256086918,2024,AUDI,Q4,Passenger,0,New,Original Title,November 09 2023,2023,King,SEATTLE,WA,98112
Battery Electric Vehicle (BEV),YSMEG3KA7P,218942482,2023,POLESTAR,PS2,Passenger,0,New,Original Title,September 21 2022,2022,King,SEATTLE,WA,98116
Battery Electric Vehicle (BEV),WBY43FK02R,261072913,2024,BMW,i5,Passenger,0,New,Original Title,January 25 2024,2024,Snohomish,MARYSVILLE,WA,98270
Battery Electric Vehicle (BEV),JN1DF0CD7R,264311281,2024,NISSAN,ARIYA,Passenger,0,New,Original Registration,April 02 2024,2024,King,SEATAC,WA,98188
Plug-in Hybrid Electric Vehicle (PHEV),5LMYJ8XY9L,258741507,2020,LINCOLN,Aviator,Passenger,21,Used,Original Registration,December 18 2023,2023,King,BURIEN,WA,98148
Plug-in Hybrid Electric Vehicle (PHEV),WP0AD2A74F,140445098,2015,PORSCHE,Panamera,Passenger,15,Used,Registration Renewal,August 19 2023,2023,Clark,VANCOUVER,WA,98686
Battery Electric Vehicle (BEV),1GYKPMRK9P,240703025,2023,CADILLAC,Lyriq,Passenger,0,Used,Registration Renewal,May 22 2024,2024,Clark,VANCOUVER,WA,98661
Battery Electric Vehicle (BEV),1V25MPE8XR,265939537,2024,VOLKSWAGEN,ID.4,Passenger,0,New,Original Title,May 23 2024,2024,King,SEATTLE,WA,98118
Battery Electric Vehicle (BEV),1V2VRPE80R,268539085,2024,VOLKSWAGEN,ID.4,Passenger,0,New,Original Registration,June 07 2024,2024,King,SEATTLE,WA,98122
Plug-in Hybrid Electric Vehicle (PHEV),1FMCU0LZ2M,182257029,2021,FORD,Escape,Passenger,38,Used,Registration Renewal,November 04 2022,2022,King,SEATTLE,WA,98122
Plug-in Hybrid Electric Vehicle (PHEV),ZASPATCW5R,252644374,2024,ALFA ROMEO,TONALE,Passenger,33,New,Original Title,August 08 2023,2023,King,YARROW POINT,WA,98004
Battery Electric Vehicle (BEV),WAUFJBFW9N,202293507,2022,AUDI,e-tron GT,Passenger,0,New,Original Registration,May 24 2022,2022,King,BELLEVUE,WA,98005
Plug-in Hybrid Electric Vehicle (PHEV),YV4H60CA9P,238189325,2023,VOLVO,XC90,Passenger,32,New,Original Title,May 01 2023,2023,Snohomish,MUKILTEO,WA,98275
Battery Electric Vehicle (BEV),3FMTK1RM1P,256417598,2023,FORD,Mustang Mach-E,Commercial,0,New,Original Title,October 19 2023,2023,King,SEATTLE,WA,98109
Battery Electric Vehicle (BEV),KNDC4DLC4R,267455121,2024,KIA,EV6,Passenger,0,New,Original Registration,June 21 2024,2024,Jefferson,QUILCENE,WA,98376
Battery Electric Vehicle (BEV),KMUKEDSB2R,261405035,2024,GENESIS,GV60,Passenger,0,New,Original Title,January 04 2024,2024,King,SEATTLE,WA,98108
Plug-in Hybrid Electric Vehicle (PHEV),YV4H60DAXP,235228486,2023,VOLVO,XC60,Passenger,35,New,Original Title,March 21 2023,2023,King,AUBURN,WA,98092
Plug-in Hybrid Electric Vehicle (PHEV),WBA43EH04R,267739923,2024,BMW,750e,Passenger,36,New,Original Registration,June 17 2024,2024,Clark,VANCOUVER,WA,98661
Plug-in Hybrid Electric Vehicle (PHEV),YV4H60CN1P,218242909,2023,VOLVO,XC90,Passenger,32,New,Original Title,October 14 2022,2022,King,BELLEVUE,WA,98006
Plug-in Hybrid Electric Vehicle (PHEV),ZACPDFDW2R,258036929,2024,DODGE,HORNET,Passenger,32,New,Original Title,November 09 2023,2023,Kitsap,BREMERTON,WA,98312
Plug-in Hybrid Electric Vehicle (PHEV),1G1RF6E49C,166212273,2012,CHEVROLET,Volt,Passenger,35,Used,Original Title,June 17 2021,2021,Clark,VANCOUVER,WA,98682
Battery Electric Vehicle (BEV),WP0BB2Y17P,238902618,2023,PORSCHE,Taycan,Passenger,0,New,Original Registration,May 18 2023,2023,Thurston,OLYMPIA,WA,98516
Plug-in Hybrid Electric Vehicle (PHEV),1G1RD6S56K,9794088,2019,CHEVROLET,Volt,Passenger,53,Used,Registration Renewal,January 25 2021,2021,King,SEATTLE,WA,98103
Battery Electric Vehicle (BEV),WAUEJBFW2P,230285555,2023,AUDI,e-tron GT,Passenger,0,Used,Registration Renewal,November 29 2023,2023,Thurston,TUMWATER,WA,98512
Battery Electric Vehicle (BEV),WA1L2BFZ5N,221079197,2022,AUDI,Q4,Passenger,0,New,Original Title,November 14 2022,2022,Clark,CAMAS,WA,98607
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR0CK9N,175366005,2022,VOLVO,XC90,Passenger,18,Used,Registration Renewal,December 12 2022,2022,Thurston,OLYMPIA,WA,98513
Plug-in Hybrid Electric Vehicle (PHEV),YH4K16AA5C,268937364,2012,FISKER,Karma,Passenger,33,Used,Original Registration,January 24 2014,2014,Snohomish,EVERETT,WA,98203
Battery Electric Vehicle (BEV),YV4ED3UA5N,205960331,2022,VOLVO,XC40,Passenger,0,New,Original Registration,July 14 2022,2022,King,SEATTLE,WA,98115
Battery Electric Vehicle (BEV),JN1DF0CD8R,265823673,2024,NISSAN,ARIYA,Passenger,0,New,Original Registration,May 24 2024,2024,Kitsap,PORT ORCHARD,WA,98366
Plug-in Hybrid Electric Vehicle (PHEV),4JGDA6DB5G,199837081,2016,MERCEDES-BENZ,GLE-Class,Passenger,10,Used,Registration Renewal,May 26 2023,2023,King,LAKE FOREST PARK,WA,98155
Plug-in Hybrid Electric Vehicle (PHEV),YV4H60DW7P,228449532,2023,VOLVO,XC60,Passenger,35,Used,Registration Renewal,December 04 2023,2023,King,SEATTLE,WA,98116
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR0CM2K,147837497,2019,VOLVO,XC90,Passenger,17,New,Original Title,November 29 2018,2018,King,REDMOND,WA,98052
Battery Electric Vehicle (BEV),WA1LAAGE8N,235231419,2022,AUDI,e-tron,Passenger,0,Used,Original Registration,April 11 2023,2023,King,SEATTLE,WA,98112
Plug-in Hybrid Electric Vehicle (PHEV),KNAGV4LD7J,8746622,2018,KIA,Optima,Passenger,29,Used,Original Registration,January 22 2020,2020,Clark,VANCOUVER,WA,98661
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00K4L,120421780,2020,VOLVO,XC90,Passenger,18,Used,Registration Renewal,October 25 2023,2023,Kitsap,BAINBRIDGE ISLAND,WA,98110
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR0CZ4N,183122082,2022,VOLVO,XC90,Passenger,18,New,Original Registration,December 01 2021,2021,King,SEATTLE,WA,98109
Plug-in Hybrid Electric Vehicle (PHEV),YV4H60DL5P,237756963,2023,VOLVO,XC60,Passenger,35,New,Original Title,May 03 2023,2023,King,SEATTLE,WA,98118
Plug-in Hybrid Electric Vehicle (PHEV),YV4H60CX6P,240773627,2023,VOLVO,XC90,Passenger,32,Used,Registration Renewal,April 22 2024,2024,Kitsap,BAINBRIDGE ISLAND,WA,98110
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR0DM8M,213659260,2021,VOLVO,XC60,Passenger,18,Used,Registration Renewal,July 06 2023,2023,King,SEATTLE,WA,98178
Battery Electric Vehicle (BEV),KL8CK6S02E,151938909,2014,CHEVROLET,Spark,Passenger,82,Used,Original Title,April 14 2017,2017,King,RENTON,WA,98055
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR0DZ2N,182265065,2022,VOLVO,XC60,Passenger,18,Used,Registration Renewal,September 25 2023,2023,King,SEATTLE,WA,98109
Battery Electric Vehicle (BEV),5YJXCAE49H,128811308,2017,TESLA,Model X,Passenger,200,Used,Registration Renewal,January 22 2021,2021,King,ISSAQUAH,WA,98027
Battery Electric Vehicle (BEV),WMEFJ9BA4K,220464968,2019,SMART,EQ Fortwo,Passenger,58,Used,Registration Renewal,August 28 2023,2023,King,SEATTLE,WA,98122
Plug-in Hybrid Electric Vehicle (PHEV),WBA7J2C38H,255665980,2017,BMW,740e,Passenger,14,Used,Original Registration,December 05 2023,2023,Kitsap,HANSVILLE,WA,98340
Battery Electric Vehicle (BEV),5YJRE1A35B,250295027,2011,TESLA,Roadster,Passenger,245,Used,Registration Renewal,November 01 2018,2018,King,SEATTLE,WA,98118
Battery Electric Vehicle (BEV),5YJXCAE41H,163636574,2017,TESLA,Model X,Passenger,200,New,Original Title,June 27 2017,2017,King,RENTON,WA,98059
Plug-in Hybrid Electric Vehicle (PHEV),JA4T5WA96R,262783146,2024,MITSUBISHI,Outlander,Passenger,38,New,Original Registration,March 07 2024,2024,Jefferson,PORT TOWNSEND,WA,98368
Battery Electric Vehicle (BEV),1GC10UED6R,265077165,2024,CHEVROLET,Silverado EV,Commercial,0,New,Original Title,April 11 2024,2024,King,RENTON,WA,98057
Plug-in Hybrid Electric Vehicle (PHEV),1C4RJYC67R,256180214,2024,JEEP,Grand Cherokee,Passenger,25,New,Original Registration,October 18 2023,2023,King,RENTON,WA,98057
Plug-in Hybrid Electric Vehicle (PHEV),YV4H60CM4N,201923067,2022,VOLVO,XC90,Passenger,35,New,Original Registration,May 17 2022,2022,Snohomish,LYNNWOOD,WA,98037
